"service_date","day_type","bus","rail_boardings","total_rides"
"06/22/2023","W","486,237","402,155","888,392"
"06/23/2023","W","469,905","383,443","853,348"
"06/24/2023","A","369,643","298,557","668,200"
"06/25/2023","U","258,229","295,714","553,943"
"06/26/2023","W","445,453","323,554","769,007"
"06/27/2023","W","496,729","395,754","892,483"
"06/28/2023","W","496,731","392,034","888,765"
"06/29/2023","W","470,303","393,963","864,266"
"06/30/2023","W","473,836","378,120","851,956"
"07/01/2023","A","335,143","311,337","646,480"
"07/02/2023","U","170,177","192,380","362,557"
"07/03/2023","W","444,738","293,378","738,116"
"07/04/2023","U","281,675","195,858","477,533"
"07/05/2023","W","448,241","324,432","772,673"
"07/06/2023","W","495,284","375,201","870,485"
"07/07/2023","W","479,367","347,499","826,866"
"07/08/2023","A","352,631","259,570","612,201"
"07/09/2023","U","281,445","205,204","486,649"
"07/10/2023","W","485,647","330,776","816,423"
"07/11/2023","W","483,040","372,976","856,016"
"07/12/2023","W","443,121","354,104","797,225"
"07/13/2023","W","505,564","394,862","900,426"
"07/14/2023","W","476,443","373,807","850,250"
"07/15/2023","A","359,874","287,408","647,282"
"07/16/2023","U","281,420","234,238","515,658"
"07/17/2023","W","480,822","349,113","829,935"
"07/18/2023","W","512,122","398,713","910,835"
"07/19/2023","W","515,105","402,686","917,791"
"07/20/2023","W","502,681","414,002","916,683"
"07/21/2023","W","485,225","389,288","874,513"
"07/22/2023","A","360,932","312,905","673,837"
"07/23/2023","U","288,305","247,161","535,466"
"07/24/2023","W","474,506","338,496","813,002"
"07/25/2023","W","508,517","383,391","891,908"
"07/26/2023","W","478,350","371,278","849,628"
"07/27/2023","W","502,581","385,163","887,744"
"07/28/2023","W","446,842","334,517","781,359"
"07/29/2023","A","364,824","286,441","651,265"
"07/30/2023","U","285,496","219,936","505,432"
"07/31/2023","W","469,024","334,195","803,219"
"08/01/2023","W","528,437","389,535","917,972"
"08/02/2023","W","519,583","423,358","942,941"
"08/03/2023","W","521,191","480,968","1,002,159"
"08/04/2023","W","493,321","456,039","949,360"
"08/05/2023","A","338,701","346,075","684,776"
"08/06/2023","U","264,872","298,188","563,060"
"08/07/2023","W","467,465","346,627","814,092"
"08/08/2023","W","508,824","388,916","897,740"
"08/09/2023","W","501,770","394,563","896,333"
"08/10/2023","W","506,343","383,545","889,888"
"08/11/2023","W","472,150","370,307","842,457"
"08/12/2023","A","370,464","315,090","685,554"
"08/13/2023","U","279,218","225,085","504,303"
"08/14/2023","W","408,865","290,559","699,424"
"08/15/2023","W","500,013","382,517","882,530"
"08/16/2023","W","518,485","390,193","908,678"
"08/17/2023","W","484,256","366,327","850,583"
"08/18/2023","W","490,626","366,654","857,280"
"08/19/2023","A","381,458","303,336","684,794"
"08/20/2023","U","296,344","239,159","535,503"
"08/21/2023","W","551,302","343,866","895,168"
"08/22/2023","W","564,653","390,141","954,794"
"08/23/2023","W","531,763","365,111","896,874"
"08/24/2023","W","501,750","365,055","866,805"
"08/25/2023","W","553,276","375,055","928,331"
"08/26/2023","A","361,538","273,589","635,127"
"08/27/2023","U","289,983","218,533","508,516"
"08/28/2023","W","567,171","371,199","938,370"
"08/29/2023","W","585,643","418,817","1,004,460"
"08/30/2023","W","589,901","420,080","1,009,981"
"08/31/2023","W","579,376","413,083","992,459"
"09/01/2023","W","585,674","386,812","972,486"
"09/02/2023","A","384,728","291,029","675,757"
"09/03/2023","U","309,758","248,524","558,282"
"09/04/2023","U","293,106","220,411","513,517"
"09/05/2023","W","586,167","409,043","995,210"
"09/06/2023","W","578,259","425,429","1,003,688"
"09/07/2023","W","597,711","442,432","1,040,143"
"09/08/2023","W","555,213","397,332","952,545"
"09/09/2023","A","385,592","323,033","708,625"
"09/10/2023","U","297,306","247,808","545,114"
"09/11/2023","W","504,742","356,445","861,187"
"09/12/2023","W","603,242","432,403","1,035,645"
"09/13/2023","W","593,103","431,950","1,025,053"
"09/14/2023","W","587,439","437,320","1,024,759"
"09/15/2023","W","566,708","432,176","998,884"
"09/16/2023","A","352,049","340,865","692,914"
"09/17/2023","U","252,015","219,746","471,761"
"09/18/2023","W","560,810","382,031","942,841"
"09/19/2023","W","555,949","432,367","988,316"
"09/20/2023","W","599,268","447,165","1,046,433"
"09/21/2023","W","581,536","449,600","1,031,136"
"09/22/2023","W","525,718","400,937","926,655"
"09/23/2023","A","381,816","312,772","694,588"
"09/24/2023","U","290,336","234,578","524,914"
"09/25/2023","W","552,311","370,891","923,202"
"09/26/2023","W","565,172","416,619","981,791"
"09/27/2023","W","583,749","427,267","1,011,016"
"09/28/2023","W","597,723","437,574","1,035,297"
"09/29/2023","W","578,054","401,168","979,222"
"09/30/2023","A","391,173","301,206","692,379"
"10/01/2023","U","303,953","229,368","533,321"
"10/02/2023","W","576,630","378,334","954,964"
"10/03/2023","W","619,488","434,467","1,053,955"
"10/04/2023","W","610,623","445,787","1,056,410"
"10/05/2023","W","584,937","447,707","1,032,644"
"10/06/2023","W","559,485","428,321","987,806"
"10/07/2023","A","386,990","334,134","721,124"
"10/08/2023","U","253,021","403,385","656,406"
"10/09/2023","W","452,540","366,694","819,234"
"10/10/2023","W","601,129","443,465","1,044,594"
"10/11/2023","W","598,019","442,594","1,040,613"
"10/12/2023","W","567,954","433,731","1,001,685"
"10/13/2023","W","519,462","373,986","893,448"
"10/14/2023","A","338,320","266,624","604,944"
"10/15/2023","U","293,753","222,768","516,521"
"10/16/2023","W","551,971","374,520","926,491"
"10/17/2023","W","587,256","440,241","1,027,497"
"10/18/2023","W","595,182","439,266","1,034,448"
"10/19/2023","W","579,587","433,975","1,013,562"
"10/20/2023","W","562,941","395,292","958,233"
"10/21/2023","A","364,186","309,900","674,086"
"10/22/2023","U","288,942","219,804","508,746"
"10/23/2023","W","555,068","379,650","934,718"
"10/24/2023","W","598,773","434,867","1,033,640"
"10/25/2023","W","570,560","426,962","997,522"
"10/26/2023","W","535,013","412,606","947,619"
"10/27/2023","W","503,840","373,004","876,844"
"10/28/2023","A","360,484","275,006","635,490"
"10/29/2023","U","250,473","185,823","436,296"
"10/30/2023","W","551,840","367,453","919,293"
"10/31/2023","W","520,069","390,110","910,179"
"11/01/2023","W","576,336","410,084","986,420"
"11/02/2023","W","579,094","419,780","998,874"
"11/03/2023","W","563,943","373,412","937,355"
"11/04/2023","A","401,704","280,222","681,926"
"11/05/2023","U","296,526","200,577","497,103"
"11/06/2023","W","568,672","375,471","944,143"
"11/07/2023","W","588,549","424,318","1,012,867"
"11/08/2023","W","578,329","422,082","1,000,411"
"11/09/2023","W","588,110","454,074","1,042,184"
"11/10/2023","W","461,731","351,382","813,113"
"11/11/2023","A","354,671","266,284","620,955"
"11/12/2023","U","294,251","195,035","489,286"
"11/13/2023","W","558,320","370,511","928,831"
"11/14/2023","W","581,009","424,128","1,005,137"
"11/15/2023","W","587,609","422,609","1,010,218"
"11/16/2023","W","580,758","415,406","996,164"
"11/17/2023","W","544,624","418,827","963,451"
"11/18/2023","A","348,044","315,864","663,908"
"11/19/2023","U","278,346","201,431","479,777"
"11/20/2023","W","472,022","334,103","806,125"
"11/21/2023","W","465,329","339,605","804,934"
"11/22/2023","W","443,954","298,121","742,075"
"11/23/2023","U","187,931","128,326","316,257"
"11/24/2023","W","323,157","227,199","550,356"
"11/25/2023","A","310,164","213,175","523,339"
"11/26/2023","U","219,912","160,320","380,232"
"11/27/2023","W","505,729","325,992","831,721"
"11/28/2023","W","522,935","368,618","891,553"
"11/29/2023","W","553,418","387,126","940,544"
"11/30/2023","W","559,855","396,342","956,197"
"12/01/2023","W","513,523","339,748","853,271"
"12/02/2023","A","358,919","260,456","619,375"
"12/03/2023","U","268,845","172,945","441,790"
"12/04/2023","W","537,917","337,666","875,583"
"12/05/2023","W","556,584","384,481","941,065"
"12/06/2023","W","572,732","389,802","962,534"
"12/07/2023","W","580,504","404,303","984,807"
"12/08/2023","W","561,665","372,605","934,270"
"12/09/2023","A","369,433","283,097","652,530"
"12/10/2023","U","264,202","196,318","460,520"
"12/11/2023","W","517,482","326,238","843,720"
"12/12/2023","W","556,451","378,617","935,068"
"12/13/2023","W","559,461","378,896","938,357"
"12/14/2023","W","558,905","384,778","943,683"
"12/15/2023","W","535,654","351,722","887,376"
"12/16/2023","A","321,951","230,799","552,750"
"12/17/2023","U","271,335","184,885","456,220"
"12/18/2023","W","498,940","306,545","805,485"
"12/19/2023","W","527,927","342,290","870,217"
"12/20/2023","W","540,890","343,581","884,471"
"12/21/2023","W","519,383","325,377","844,760"
"12/22/2023","W","418,720","267,301","686,021"
"12/23/2023","A","341,975","206,358","548,333"
"12/24/2023","U","247,277","141,693","388,970"
"12/25/2023","U","145,433","80,206","225,639"
"12/26/2023","W","360,458","208,665","569,123"
"12/27/2023","W","403,147","252,136","655,283"
"12/28/2023","W","392,855","253,397","646,252"
"12/29/2023","W","415,822","261,610","677,432"
"12/30/2023","A","340,207","212,901","553,108"
"12/31/2023","U","250,204","187,144","437,348"
"01/01/2024","U","205,964","152,767","358,731"
"01/02/2024","W","417,384","278,216","695,600"
"01/03/2024","W","451,613","307,037","758,650"
"01/04/2024","W","460,277","317,437","777,714"
"01/05/2024","W","445,488","280,897","726,385"
"01/06/2024","A","308,872","196,983","505,855"
"01/07/2024","U","249,187","152,158","401,345"
"01/08/2024","W","517,198","326,817","844,015"
"01/09/2024","W","478,685","330,005","808,690"
"01/10/2024","W","548,560","369,768","918,328"
"01/11/2024","W","552,911","377,922","930,833"
"01/12/2024","W","368,347","239,249","607,596"
"01/13/2024","A","286,037","183,824","469,861"
"01/14/2024","U","146,724","93,057","239,781"
"01/15/2024","W","206,791","127,069","333,860"
"01/16/2024","W","280,514","185,903","466,417"
"01/17/2024","W","466,850","322,741","789,591"
"01/18/2024","W","521,058","362,414","883,472"
"01/19/2024","W","462,986","293,650","756,636"
"01/20/2024","A","301,556","191,705","493,261"
"01/21/2024","U","227,288","147,028","374,316"
"01/22/2024","W","518,106","336,751","854,857"
"01/23/2024","W","521,585","369,664","891,249"
"01/24/2024","W","549,204","389,714","938,918"
"01/25/2024","W","554,313","390,971","945,284"
"01/26/2024","W","534,739","329,826","864,565"
"01/27/2024","A","349,068","222,033","571,101"
"01/28/2024","U","255,458","158,081","413,539"
"01/29/2024","W","545,769","340,556","886,325"
"01/30/2024","W","571,297","388,718","960,015"
"01/31/2024","W","579,236","389,322","968,558"
"02/01/2024","W","601,932","393,012","994,944"
"02/02/2024","W","558,905","329,307","888,212"
"02/03/2024","A","372,165","230,410","602,575"
"02/04/2024","U","274,654","168,339","442,993"
"02/05/2024","W","558,625","339,256","897,881"
"02/06/2024","W","595,983","390,513","986,496"
"02/07/2024","W","595,233","389,227","984,460"
"02/08/2024","W","584,729","391,355","976,084"
"02/09/2024","W","515,769","333,453","849,222"
"02/10/2024","A","373,420","231,891","605,311"
"02/11/2024","U","277,432","165,836","443,268"
"02/12/2024","W","534,181","325,070","859,251"
"02/13/2024","W","598,961","395,880","994,841"
"02/14/2024","W","595,347","397,294","992,641"
"02/15/2024","W","568,392","387,472","955,864"
"02/16/2024","W","533,701","325,332","859,033"
"02/17/2024","A","340,993","224,306","565,299"
"02/18/2024","U","280,002","189,881","469,883"
"02/19/2024","W","417,871","271,357","689,228"
"02/20/2024","W","591,252","389,327","980,579"
"02/21/2024","W","600,241","395,915","996,156"
"02/22/2024","W","587,867","396,466","984,333"
"02/23/2024","W","551,392","336,416","887,808"
"02/24/2024","A","345,189","225,233","570,422"
"02/25/2024","U","280,214","175,446","455,660"
"02/26/2024","W","560,355","347,691","908,046"
"02/27/2024","W","587,359","392,420","979,779"
"02/28/2024","W","549,028","375,242","924,270"
"02/29/2024","W","577,283","386,672","963,955"
"03/01/2024","W","569,569","335,736","905,305"
"03/02/2024","A","389,713","252,550","642,263"
"03/03/2024","U","298,601","184,885","483,486"
"03/04/2024","W","556,051","334,107","890,158"
"03/05/2024","W","570,139","383,689","953,828"
"03/06/2024","W","595,103","393,574","988,677"
"03/07/2024","W","580,398","390,865","971,263"
"03/08/2024","W","488,443","314,783","803,226"
"03/09/2024","A","379,680","245,369","625,049"
"03/10/2024","U","280,181","178,611","458,792"
"03/11/2024","W","567,851","351,801","919,652"
"03/12/2024","W","599,389","411,314","1,010,703"
"03/13/2024","W","597,287","416,180","1,013,467"
"03/14/2024","W","539,322","393,348","932,670"
"03/15/2024","W","566,639","386,514","953,153"
"03/16/2024","A","399,006","499,424","898,430"
"03/17/2024","U","281,004","206,731","487,735"
"03/18/2024","W","535,201","346,463","881,664"
"03/19/2024","W","583,292","396,834","980,126"
"03/20/2024","W","584,856","392,077","976,933"
"03/21/2024","W","564,484","383,735","948,219"
"03/22/2024","W","491,011","318,712","809,723"
"03/23/2024","A","373,194","249,326","622,520"
"03/24/2024","U","279,349","206,108","485,457"
"03/25/2024","W","474,355","319,635","793,990"
"03/26/2024","W","514,563","359,360","873,923"
"03/27/2024","W","515,194","364,672","879,866"
"03/28/2024","W","513,043","374,590","887,633"
"03/29/2024","W","480,044","313,507","793,551"
"03/30/2024","A","375,490","244,072","619,562"
"03/31/2024","U","251,600","158,867","410,467"
"04/01/2024","W","478,962","333,881","812,843"
"04/02/2024","W","570,490","393,519","964,009"
"04/03/2024","W","572,710","395,413","968,123"
"04/04/2024","W","575,373","401,414","976,787"
"04/05/2024","W","576,732","375,602","952,334"
"04/06/2024","A","397,658","286,304","683,962"
"04/07/2024","U","256,839","185,460","442,299"
"04/08/2024","W","560,623","352,426","913,049"
"04/09/2024","W","593,688","400,628","994,316"
"04/10/2024","W","604,655","405,524","1,010,179"
"04/11/2024","W","557,100","397,195","954,295"
"04/12/2024","W","582,983","365,492","948,475"
"04/13/2024","A","412,391","281,343","693,734"
"04/14/2024","U","327,938","210,780","538,718"
"04/15/2024","W","588,349","369,259","957,608"
"04/16/2024","W","599,597","405,400","1,004,997"
"04/17/2024","W","600,084","408,474","1,008,558"
"04/18/2024","W","606,325","417,750","1,024,075"
"04/19/2024","W","591,814","383,321","975,135"
"04/20/2024","A","406,861","279,746","686,607"
"04/21/2024","U","307,107","203,722","510,829"
"04/22/2024","W","576,206","353,190","929,396"
"04/23/2024","W","600,004","410,045","1,010,049"
"04/24/2024","W","599,179","416,815","1,015,994"
"04/25/2024","W","615,343","428,724","1,044,067"
"04/26/2024","W","554,146","355,278","909,424"
"04/27/2024","A","419,731","286,199","705,930"
"04/28/2024","U","293,589","196,481","490,070"
"04/29/2024","W","556,233","349,857","906,090"
"04/30/2024","W","632,501","409,097","1,041,598"
"05/01/2024","W","644,438","416,920","1,061,358"
"05/02/2024","W","600,203","409,105","1,009,308"
"05/03/2024","W","608,085","388,593","996,678"
"05/04/2024","A","418,067","299,808","717,875"
"05/05/2024","U","317,248","226,928","544,176"
"05/06/2024","W","597,540","379,559","977,099"
"05/07/2024","W","572,181","412,646","984,827"
"05/08/2024","W","624,927","443,868","1,068,795"
"05/09/2024","W","569,230","406,557","975,787"
"05/10/2024","W","591,810","378,284","970,094"
"05/11/2024","A","416,481","273,276","689,757"
"05/12/2024","U","318,883","203,067","521,950"
"05/13/2024","W","550,608","349,237","899,845"
"05/14/2024","W","598,482","410,254","1,008,736"
"05/15/2024","W","615,430","419,635","1,035,065"
"05/16/2024","W","601,542","434,466","1,036,008"
"05/17/2024","W","595,193","402,254","997,447"
"05/18/2024","A","430,341","315,833","746,174"
"05/19/2024","U","329,129","250,996","580,125"
"05/20/2024","W","561,715","366,053","927,768"
"05/21/2024","W","618,559","443,937","1,062,496"
"05/22/2024","W","621,123","450,124","1,071,247"
"05/23/2024","W","609,570","457,738","1,067,308"
"05/24/2024","W","557,209","368,883","926,092"
"05/25/2024","A","420,064","342,285","762,349"
"05/26/2024","U","279,820","220,267","500,087"
"05/27/2024","U","306,648","205,186","511,834"
"05/28/2024","W","585,174","396,139","981,313"
"05/29/2024","W","612,055","423,439","1,035,494"
"05/30/2024","W","604,848","424,200","1,029,048"
"05/31/2024","W","590,998","410,904","1,001,902"
"06/01/2024","A","359,226","257,545","616,771"
"06/02/2024","U","347,275","256,837","604,112"
"06/03/2024","W","594,326","377,947","972,273"
"06/04/2024","W","602,909","443,126","1,046,035"
"06/05/2024","W","602,717","450,039","1,052,756"
"06/06/2024","W","606,273","440,625","1,046,898"
"06/07/2024","W","538,174","384,835","923,009"
"06/08/2024","A","388,074","295,372","683,446"
"06/09/2024","U","338,317","265,680","603,997"
"06/10/2024","W","521,105","360,674","881,779"
"06/11/2024","W","556,731","415,884","972,615"
"06/12/2024","W","576,142","423,834","999,976"
"06/13/2024","W","541,343","414,773","956,116"
"06/14/2024","W","536,639","412,548","949,187"
"06/15/2024","A","421,892","329,557","751,449"
"06/16/2024","U","314,305","239,123","553,428"
"06/17/2024","W","500,089","363,300","863,389"
"06/18/2024","W","551,782","426,829","978,611"
"06/19/2024","W","482,860","349,203","832,063"
"06/20/2024","W","548,449","411,020","959,469"
"06/21/2024","W","539,303","406,032","945,335"
"06/22/2024","A","430,009","334,791","764,800"
"06/23/2024","U","333,514","259,057","592,571"
"06/24/2024","W","535,003","366,575","901,578"
"06/25/2024","W","537,591","390,929","928,520"
"06/26/2024","W","586,929","426,272","1,013,201"
"06/27/2024","W","573,982","434,454","1,008,436"
"06/28/2024","W","519,127","372,226","891,353"
"06/29/2024","A","426,204","296,659","722,863"
"06/30/2024","U","332,479","322,925","655,404"
"07/01/2024","W","556,122","362,056","918,178"
"07/02/2024","W","554,430","411,251","965,681"
"07/03/2024","W","575,361","404,738","980,099"
"07/04/2024","U","319,593","237,409","557,002"
"07/05/2024","W","472,097","346,546","818,643"
"07/06/2024","A","400,805","322,596","723,401"
"07/07/2024","U","304,485","241,639","546,124"
"07/08/2024","W","523,371","364,702","888,073"
"07/09/2024","W","543,503","400,891","944,394"
"07/10/2024","W","560,627","409,640","970,267"
"07/11/2024","W","569,850","418,692","988,542"
"07/12/2024","W","548,479","381,120","929,599"
"07/13/2024","A","424,138","300,881","725,019"
"07/14/2024","U","303,034","217,483","520,517"
"07/15/2024","W","514,909","360,359","875,268"
"07/16/2024","W","565,584","408,295","973,879"
"07/17/2024","W","579,034","417,491","996,525"
"07/18/2024","W","563,700","423,510","987,210"
"07/19/2024","W","536,479","407,254","943,733"
"07/20/2024","A","415,213","336,971","752,184"
"07/21/2024","U","336,062","262,703","598,765"
"07/22/2024","W","536,657","384,948","921,605"
"07/23/2024","W","563,934","431,681","995,615"
"07/24/2024","W","574,946","434,300","1,009,246"
"07/25/2024","W","571,492","427,841","999,333"
"07/26/2024","W","543,502","393,133","936,635"
"07/27/2024","A","426,551","328,573","755,124"
"07/28/2024","U","305,854","225,835","531,689"
"07/29/2024","W","499,487","347,579","847,066"
"07/30/2024","W","564,465","418,450","982,915"
"07/31/2024","W","553,120","451,191","1,004,311"
"08/01/2024","W","554,928","506,493","1,061,421"
"08/02/2024","W","540,073","474,521","1,014,594"
"08/03/2024","A","424,966","401,995","826,961"
"08/04/2024","U","330,850","304,125","634,975"
"08/05/2024","W","501,014","373,023","874,037"
"08/06/2024","W","536,195","418,245","954,440"
"08/07/2024","W","572,289","435,129","1,007,418"
"08/08/2024","W","555,177","415,675","970,852"
"08/09/2024","W","534,634","407,471","942,105"
"08/10/2024","A","429,880","355,517","785,397"
"08/11/2024","U","335,905","277,892","613,797"
"08/12/2024","W","511,004","367,635","878,639"
"08/13/2024","W","561,949","432,482","994,431"
"08/14/2024","W","566,338","414,324","980,662"
"08/15/2024","W","519,903","391,361","911,264"
"08/16/2024","W","526,888","392,699","919,587"
"08/17/2024","A","388,616","312,275","700,891"
"08/18/2024","U","319,383","253,295","572,678"
"08/19/2024","W","498,548","335,708","834,256"
"08/20/2024","W","521,241","361,335","882,576"
"08/21/2024","W","528,372","364,450","892,822"
"08/22/2024","W","529,364","377,301","906,665"
"08/23/2024","W","519,640","368,235","887,875"
"08/24/2024","A","404,561","296,195","700,756"
"08/25/2024","U","325,668","239,814","565,482"
"08/26/2024","W","596,306","376,308","972,614"
"08/27/2024","W","583,649","409,119","992,768"
"08/28/2024","W","637,588","442,189","1,079,777"
"08/29/2024","W","644,581","469,123","1,113,704"
"08/30/2024","W","606,824","417,283","1,024,107"
"08/31/2024","A","428,266","353,476","781,742"
"09/01/2024","U","344,967","290,763","635,730"
"09/02/2024","U","325,776","239,695","565,471"
"09/03/2024","W","654,167","437,190","1,091,357"
"09/04/2024","W","653,220","454,140","1,107,360"
"09/05/2024","W","644,748","447,217","1,091,965"
"09/06/2024","W","616,701","434,618","1,051,319"
"09/07/2024","A","409,867","335,343","745,210"
"09/08/2024","U","320,438","267,262","587,700"
"09/09/2024","W","618,371","405,350","1,023,721"
"09/10/2024","W","646,216","451,939","1,098,155"
"09/11/2024","W","655,564","452,664","1,108,228"
"09/12/2024","W","637,736","454,382","1,092,118"
"09/13/2024","W","610,703","407,861","1,018,564"
"09/14/2024","A","412,078","324,266","736,344"
"09/15/2024","U","308,413","257,266","565,679"
"09/16/2024","W","607,976","412,568","1,020,544"
"09/17/2024","W","651,158","466,890","1,118,048"
"09/18/2024","W","655,614","467,380","1,122,994"
"09/19/2024","W","652,616","478,448","1,131,064"
"09/20/2024","W","622,603","444,850","1,067,453"
"09/21/2024","A","433,756","343,362","777,118"
"09/22/2024","U","271,129","219,586","490,715"
"09/23/2024","W","613,582","407,176","1,020,758"
"09/24/2024","W","582,939","434,551","1,017,490"
"09/25/2024","W","669,879","472,330","1,142,209"
"09/26/2024","W","659,106","474,890","1,133,996"
"09/27/2024","W","564,419","418,093","982,512"
"09/28/2024","A","384,642","312,755","697,397"
"09/29/2024","U","312,714","246,922","559,636"
"09/30/2024","W","619,994","406,220","1,026,214"
"10/01/2024","W","675,858","457,355","1,133,213"
"10/02/2024","W","663,546","452,173","1,115,719"
"10/03/2024","W","670,461","454,449","1,124,910"
"10/04/2024","W","619,444","409,598","1,029,042"
"10/05/2024","A","431,370","318,359","749,729"
"10/06/2024","U","336,190","248,486","584,676"
"10/07/2024","W","623,133","406,230","1,029,363"
"10/08/2024","W","652,969","459,661","1,112,630"
"10/09/2024","W","661,361","467,517","1,128,878"
"10/10/2024","W","650,278","485,221","1,135,499"
"10/11/2024","W","624,145","456,909","1,081,054"
"10/12/2024","A","427,732","369,877","797,609"
"10/13/2024","U","280,965","466,771","747,736"
"10/14/2024","W","486,971","384,342","871,313"
"10/15/2024","W","582,685","444,249","1,026,934"
"10/16/2024","W","652,964","462,121","1,115,085"
"10/17/2024","W","650,082","466,090","1,116,172"
"10/18/2024","W","627,426","413,404","1,040,830"
"10/19/2024","A","425,987","354,109","780,096"
"10/20/2024","U","321,239","239,392","560,631"
"10/21/2024","W","619,582","403,752","1,023,334"
"10/22/2024","W","642,373","451,887","1,094,260"
"10/23/2024","W","653,689","461,471","1,115,160"
"10/24/2024","W","654,696","465,121","1,119,817"
"10/25/2024","W","611,655","408,835","1,020,490"
"10/26/2024","A","427,475","296,326","723,801"
"10/27/2024","U","312,965","215,594","528,559"
"10/28/2024","W","611,041","389,359","1,000,400"
"10/29/2024","W","652,674","444,706","1,097,380"
"10/30/2024","W","657,942","451,915","1,109,857"
"10/31/2024","W","605,292","425,596","1,030,888"
"11/01/2024","W","618,998","381,782","1,000,780"
"11/02/2024","A","410,559","281,277","691,836"
"11/03/2024","U","267,845","227,887","495,732"
"11/04/2024","W","553,515","383,217","936,732"
"11/05/2024","W","519,574","379,110","898,684"
"11/06/2024","W","631,969","427,995","1,059,964"
"11/07/2024","W","644,506","450,680","1,095,186"
"11/08/2024","W","601,808","396,291","998,099"
"11/09/2024","A","391,070","288,855","679,925"
"11/10/2024","U","306,889","232,420","539,309"
"11/11/2024","W","556,273","358,572","914,845"
"11/12/2024","W","640,199","437,888","1,078,087"
"11/13/2024","W","633,647","434,362","1,068,009"
"11/14/2024","W","620,448","439,564","1,060,012"
"11/15/2024","W","603,141","397,040","1,000,181"
"11/16/2024","A","399,551","316,374","715,925"
"11/17/2024","U","308,995","233,733","542,728"
"11/18/2024","W","565,097","383,053","948,150"
"11/19/2024","W","639,269","439,683","1,078,952"
"11/20/2024","W","625,498","428,958","1,054,456"
"11/21/2024","W","539,977","414,493","954,470"
"11/22/2024","W","583,958","431,451","1,015,409"
"11/23/2024","A","384,030","340,935","724,965"
"11/24/2024","U","301,518","222,021","523,539"
"11/25/2024","W","512,387","344,627","857,014"
"11/26/2024","W","518,470","356,826","875,296"
"11/27/2024","W","477,247","308,919","786,166"
"11/28/2024","U","190,991","132,382","323,373"
"11/29/2024","W","344,005","224,635","568,640"
"11/30/2024","A","308,864","217,565","526,429"
"12/01/2024","U","251,107","175,212","426,319"
"12/02/2024","W","554,092","349,175","903,267"
"12/03/2024","W","607,733","405,908","1,013,641"
"12/04/2024","W","600,576","411,039","1,011,615"
"12/05/2024","W","564,481","401,576","966,057"
"12/06/2024","W","559,457","371,522","930,979"
"12/07/2024","A","384,908","286,352","671,260"
"12/08/2024","U","310,160","216,292","526,452"
"12/09/2024","W","585,535","364,276","949,811"
"12/10/2024","W","597,740","406,353","1,004,093"
"12/11/2024","W","580,091","398,016","978,107"
"12/12/2024","W","481,459","350,852","832,311"
"12/13/2024","W","521,773","360,766","882,539"
"12/14/2024","A","347,954","262,799","610,753"
"12/15/2024","U","277,186","198,006","475,192"
"12/16/2024","W","551,435","342,529","893,964"
"12/17/2024","W","582,711","391,307","974,018"
"12/18/2024","W","577,854","382,314","960,168"
"12/19/2024","W","552,524","373,795","926,319"
"12/20/2024","W","509,530","326,711","836,241"
"12/21/2024","A","346,988","234,439","581,427"
"12/22/2024","U","271,433","188,272","459,705"
"12/23/2024","W","425,982","267,754","693,736"
"12/24/2024","W","341,225","181,487","522,712"
"12/25/2024","U","146,592","86,287","232,879"
"12/26/2024","W","366,721","225,335","592,056"
"12/27/2024","W","394,689","245,475","640,164"
"12/28/2024","A","348,599","222,891","571,490"
"12/29/2024","U","231,003","158,657","389,660"
"12/30/2024","W","447,644","285,475","733,119"
"12/31/2024","W","386,206","281,447","667,653"
"01/01/2025","U","225,009","190,989","415,998"
"01/02/2025","W","422,094","279,791","701,885"
"01/03/2025","W","431,350","283,675","715,025"
"01/04/2025","A","313,164","211,604","524,768"
"01/05/2025","U","239,450","153,014","392,464"
"01/06/2025","W","480,075","318,068","798,143"
"01/07/2025","W","539,070","371,290","910,360"
"01/08/2025","W","544,855","373,118","917,973"
"01/09/2025","W","550,177","368,934","919,111"
"01/10/2025","W","494,608","312,132","806,740"
"01/11/2025","A","341,087","226,653","567,740"
"01/12/2025","U","247,097","163,835","410,932"
"01/13/2025","W","520,841","342,573","863,414"
"01/14/2025","W","535,915","381,845","917,760"
"01/15/2025","W","548,773","379,995","928,768"
"01/16/2025","W","580,058","395,025","975,083"
"01/17/2025","W","566,655","350,717","917,372"
"01/18/2025","A","352,875","235,950","588,825"
"01/19/2025","U","220,064","146,185","366,249"
"01/20/2025","W","255,814","164,914","420,728"
"01/21/2025","W","294,363","209,433","503,796"
"01/22/2025","W","502,247","348,428","850,675"
"01/23/2025","W","560,708","380,982","941,690"
"01/24/2025","W","517,992","316,577","834,569"
"01/25/2025","A","353,449","229,265","582,714"
"01/26/2025","U","263,357","167,555","430,912"
"01/27/2025","W","557,840","346,652","904,492"
"01/28/2025","W","600,629","398,829","999,458"
"01/29/2025","W","600,988","399,561","1,000,549"
"01/30/2025","W","597,148","395,576","992,724"
"01/31/2025","W","504,505","309,032","813,537"
"02/01/2025","A","375,592","231,851","607,443"
"02/02/2025","U","276,799","172,094","448,893"
"02/03/2025","W","561,089","344,871","905,960"
"02/04/2025","W","601,920","397,482","999,402"
"02/05/2025","W","588,472","392,240","980,712"
"02/06/2025","W","565,576","380,737","946,313"
"02/07/2025","W","568,753","334,477","903,230"
